race_id,race_date,track,distance_f,going,race_class,field_size,horse_id,jockey_id,trainer_id,age,weight_carried,barrier,finish_position,win,place,sp_odds
168,2021-02-06,Goodwood,12,Firm,3,13,587,11,38,5,8.1,7,12,0,0,374.17
168,2021-02-06,Goodwood,12,Firm,3,13,671,22,65,2,8.4,8,4,0,0,13.3
168,2021-02-06,Goodwood,12,Firm,3,13,67,23,53,5,9.7,9,7,0,0,20.01
168,2021-02-06,Goodwood,12,Firm,3,13,345,15,6,2,9.2,10,6,0,0,18.92
168,2021-02-06,Goodwood,12,Firm,3,13,50,27,70,6,9.3,11,11,0,0,333.61
168,2021-02-06,Goodwood,12,Firm,3,13,425,59,38,2,8.9,12,1,1,1,1.75
168,2021-02-06,Goodwood,12,Firm,3,13,344,3,37,5,9.5,13,3,0,1,7.82
169,2021-02-06,Doncaster,10,Heavy,1,9,108,8,35,6,9.3,1,3,0,1,5.73
169,2021-02-06,Doncaster,10,Heavy,1,9,653,48,15,3,9.1,2,4,0,0,7.69
169,2021-02-06,Doncaster,10,Heavy,1,9,90,55,22,6,9.8,3,2,0,1,3.07
169,2021-02-06,Doncaster,10,Heavy,1,9,790,30,29,6,8.9,4,8,0,0,67.38
169,2021-02-06,Doncaster,10,Heavy,1,9,192,27,20,6,9.2,5,1,1,1,2.44
169,2021-02-06,Doncaster,10,Heavy,1,9,661,28,33,4,10.0,6,9,0,0,97.54
169,2021-02-06,Doncaster,10,Heavy,1,9,204,46,77,4,9.5,7,7,0,0,49.57
169,2021-02-06,Doncaster,10,Heavy,1,9,499,2,67,3,9.2,8,5,0,0,23.47
169,2021-02-06,Doncaster,10,Heavy,1,9,270,42,28,3,9.2,9,6,0,0,44.76
170,2021-02-07,Doncaster,5,Good to Soft,1,14,283,11,38,5,9.4,1,10,0,0,100.46
170,2021-02-07,Doncaster,5,Good to Soft,1,14,315,29,13,3,9.9,2,13,0,0,808.62
170,2021-02-07,Doncaster,5,Good to Soft,1,14,568,56,69,3,10.0,3,14,0,0,976.09
170,2021-02-07,Doncaster,5,Good to Soft,1,14,393,6,11,5,8.5,4,8,0,0,75.34
170,2021-02-07,Doncaster,5,Good to Soft,1,14,774,49,66,6,9.1,5,4,0,0,38.53
170,2021-02-07,Doncaster,5,Good to Soft,1,14,209,36,78,2,9.7,6,2,0,1,4.9
170,2021-02-07,Doncaster,5,Good to Soft,1,14,397,40,68,4,9.3,7,5,0,0,56.6
170,2021-02-07,Doncaster,5,Good to Soft,1,14,407,21,47,3,8.3,8,9,0,0,89.56
170,2021-02-07,Doncaster,5,Good to Soft,1,14,772,53,20,3,9.2,9,6,0,0,57.73
170,2021-02-07,Doncaster,5,Good to Soft,1,14,60,50,62,5,8.0,10,7,0,0,68.0
170,2021-02-07,Doncaster,5,Good to Soft,1,14,759,52,2,6,9.5,11,12,0,0,248.1
170,2021-02-07,Doncaster,5,Good to Soft,1,14,615,54,34,4,8.8,12,1,1,1,1.27
170,2021-02-07,Doncaster,5,Good to Soft,1,14,368,44,67,4,9.1,13,11,0,0,130.59
170,2021-02-07,Doncaster,5,Good to Soft,1,14,228,55,11,5,9.2,14,3,0,1,30.21
171,2021-02-07,Goodwood,5,Heavy,6,8,542,58,15,6,8.1,1,4,0,0,12.52
171,2021-02-07,Goodwood,5,Heavy,6,8,170,21,39,4,8.7,2,1,1,1,2.74
171,2021-02-07,Goodwood,5,Heavy,6,8,408,31,31,2,9.7,3,6,0,0,19.25
171,2021-02-07,Goodwood,5,Heavy,6,8,201,25,30,4,9.2,4,5,0,0,14.94
171,2021-02-07,Goodwood,5,Heavy,6,8,344,3,37,5,8.8,5,7,0,0,29.66
171,2021-02-07,Goodwood,5,Heavy,6,8,661,28,33,4,8.7,6,8,0,0,405.05
171,2021-02-07,Goodwood,5,Heavy,6,8,603,35,16,4,8.1,7,2,0,1,3.39
171,2021-02-07,Goodwood,5,Heavy,6,8,483,22,55,4,8.1,8,3,0,1,3.92
172,2021-02-07,Doncaster,6,Firm,1,7,687,11,23,2,8.3,1,4,0,0,30.91
172,2021-02-07,Doncaster,6,Firm,1,7,432,32,3,2,8.9,2,6,0,0,233.24
172,2021-02-07,Doncaster,6,Firm,1,7,86,21,47,3,9.1,3,7,0,0,341.45
172,2021-02-07,Doncaster,6,Firm,1,7,223,29,69,5,8.8,4,3,0,1,8.6
172,2021-02-07,Doncaster,6,Firm,1,7,139,60,30,6,9.0,5,1,1,1,1.72
172,2021-02-07,Doncaster,6,Firm,1,7,168,38,27,2,9.8,6,2,0,1,2.44
172,2021-02-07,Doncaster,6,Firm,1,7,788,31,59,2,8.9,7,5,0,0,224.95
173,2021-02-07,Ascot,16,Good,2,9,241,29,56,5,9.5,1,3,0,1,10.08
173,2021-02-07,Ascot,16,Good,2,9,262,30,25,2,8.8,2,5,0,0,13.85
173,2021-02-07,Ascot,16,Good,2,9,256,21,33,4,8.4,3,6,0,0,13.99
173,2021-02-07,Ascot,16,Good,2,9,467,28,13,4,9.1,4,2,0,1,4.57
173,2021-02-07,Ascot,16,Good,2,9,797,16,59,4,9.0,5,9,0,0,20.93
173,2021-02-07,Ascot,16,Good,2,9,350,26,58,2,8.6,6,7,0,0,14.15
173,2021-02-07,Ascot,16,Good,2,9,512,6,20,2,8.0,7,4,0,0,12.59
173,2021-02-07,Ascot,16,Good,2,9,372,29,77,4,8.3,8,8,0,0,14.54
173,2021-02-07,Ascot,16,Good,2,9,405,18,60,2,8.9,9,1,1,1,2.37
174,2021-02-07,Sandown,6,Firm,3,14,99,4,76,6,9.8,1,3,0,1,7.81
174,2021-02-07,Sandown,6,Firm,3,14,63,40,27,6,8.6,2,13,0,0,334.17
174,2021-02-07,Sandown,6,Firm,3,14,193,21,32,3,8.0,3,10,0,0,190.69
174,2021-02-07,Sandown,6,Firm,3,14,391,8,10,4,9.1,4,4,0,0,8.6
174,2021-02-07,Sandown,6,Firm,3,14,467,7,13,4,9.2,5,11,0,0,273.31
174,2021-02-07,Sandown,6,Firm,3,14,5,36,37,3,9.3,6,9,0,0,53.09
174,2021-02-07,Sandown,6,Firm,3,14,113,9,30,6,8.8,7,1,1,1,1.75
174,2021-02-07,Sandown,6,Firm,3,14,463,44,80,5,9.6,8,14,0,0,679.46
174,2021-02-07,Sandown,6,Firm,3,14,133,42,23,4,9.0,9,7,0,0,28.36
174,2021-02-07,Sandown,6,Firm,3,14,510,2,58,6,9.2,10,2,0,1,7.59
174,2021-02-07,Sandown,6,Firm,3,14,666,21,59,2,8.4,11,5,0,0,14.57
174,2021-02-07,Sandown,6,Firm,3,14,572,49,57,5,9.7,12,6,0,0,25.58
174,2021-02-07,Sandown,6,Firm,3,14,779,9,67,5,9.7,13,8,0,0,40.26
174,2021-02-07,Sandown,6,Firm,3,14,644,4,3,2,8.7,14,12,0,0,294.01
175,2021-02-08,Sandown,14,Firm,1,8,504,44,18,3,9.8,1,4,0,0,11.15
175,2021-02-08,Sandown,14,Firm,1,8,508,17,65,4,8.4,2,2,0,1,3.96
175,2021-02-08,Sandown,14,Firm,1,8,345,15,6,2,9.0,3,6,0,0,27.7
175,2021-02-08,Sandown,14,Firm,1,8,199,52,79,4,9.7,4,3,0,1,4.21
175,2021-02-08,Sandown,14,Firm,1,8,436,55,33,3,8.4,5,5,0,0,11.73
175,2021-02-08,Sandown,14,Firm,1,8,63,44,27,6,8.7,6,8,0,0,548.58
175,2021-02-08,Sandown,14,Firm,1,8,246,32,58,6,8.1,7,7,0,0,28.37
175,2021-02-08,Sandown,14,Firm,1,8,702,27,75,3,8.2,8,1,1,1,2.43
176,2021-02-08,Newmarket,6,Good to Soft,5,12,365,51,45,4,9.8,1,1,1,1,3.6
176,2021-02-08,Newmarket,6,Good to Soft,5,12,498,59,71,2,9.8,2,12,0,0,229.53
176,2021-02-08,Newmarket,6,Good to Soft,5,12,347,53,25,2,9.4,3,4,0,0,7.39
176,2021-02-08,Newmarket,6,Good to Soft,5,12,799,13,51,4,9.7,4,3,0,1,5.63
176,2021-02-08,Newmarket,6,Good to Soft,5,12,445,4,68,3,8.5,5,7,0,0,20.31
176,2021-02-08,Newmarket,6,Good to Soft,5,12,762,6,38,5,9.5,6,5,0,0,7.48
176,2021-02-08,Newmarket,6,Good to Soft,5,12,195,23,50,6,9.5,7,10,0,0,43.47
176,2021-02-08,Newmarket,6,Good to Soft,5,12,2,59,22,4,8.0,8,11,0,0,99.55
176,2021-02-08,Newmarket,6,Good to Soft,5,12,305,35,57,4,9.9,9,2,0,1,4.65
176,2021-02-08,Newmarket,6,Good to Soft,5,12,290,18,8,3,9.6,10,8,0,0,27.63
176,2021-02-08,Newmarket,6,Good to Soft,5,12,582,13,3,4,9.1,11,9,0,0,41.77
176,2021-02-08,Newmarket,6,Good to Soft,5,12,505,11,45,3,9.9,12,6,0,0,15.68
177,2021-02-08,Ascot,6,Firm,1,14,548,6,68,6,8.3,1,5,0,0,14.87
177,2021-02-08,Ascot,6,Firm,1,14,179,21,19,4,9.0,2,8,0,0,18.49
177,2021-02-08,Ascot,6,Firm,1,14,304,47,13,5,9.8,3,3,0,1,4.99
177,2021-02-08,Ascot,6,Firm,1,14,115,43,67,5,8.7,4,9,0,0,20.49
177,2021-02-08,Ascot,6,Firm,1,14,14,45,51,6,9.9,5,14,0,0,259.45
177,2021-02-08,Ascot,6,Firm,1,14,243,37,51,4,8.3,6,4,0,0,9.33
177,2021-02-08,Ascot,6,Firm,1,14,222,51,6,6,8.8,7,13,0,0,104.75
177,2021-02-08,Ascot,6,Firm,1,14,259,6,17,4,8.3,8,1,1,1,3.8
177,2021-02-08,Ascot,6,Firm,1,14,398,36,28,5,9.5,9,6,0,0,15.18
177,2021-02-08,Ascot,6,Firm,1,14,771,27,54,2,9.3,10,12,0,0,55.3
177,2021-02-08,Ascot,6,Firm,1,14,781,17,79,4,8.7,11,7,0,0,16.44
177,2021-02-08,Ascot,6,Firm,1,14,66,53,51,2,8.9,12,10,0,0,49.39
177,2021-02-08,Ascot,6,Firm,1,14,711,17,78,6,9.3,13,11,0,0,52.27
177,2021-02-08,Ascot,6,Firm,1,14,495,48,34,2,8.8,14,2,0,1,4.74
178,2021-02-08,Epsom,7,Heavy,5,13,399,18,75,5,8.4,1,8,0,0,33.0
178,2021-02-08,Epsom,7,Heavy,5,13,531,21,60,5,9.7,2,1,1,1,2.16
178,2021-02-08,Epsom,7,Heavy,5,13,594,12,30,5,8.5,3,6,0,0,14.47
178,2021-02-08,Epsom,7,Heavy,5,13,645,29,63,5,9.1,4,4,0,0,9.91
178,2021-02-08,Epsom,7,Heavy,5,13,653,43,15,3,8.6,5,9,0,0,63.62
178,2021-02-08,Epsom,7,Heavy,5,13,157,15,66,5,8.9,6,2,0,1,4.5
178,2021-02-08,Epsom,7,Heavy,5,13,124,34,8,6,9.1,7,12,0,0,185.59
178,2021-02-08,Epsom,7,Heavy,5,13,586,47,76,6,9.0,8,3,0,1,9.33
178,2021-02-08,Epsom,7,Heavy,5,13,138,50,4,6,8.0,9,13,0,0,192.23
178,2021-02-08,Epsom,7,Heavy,5,13,170,21,39,4,9.4,10,11,0,0,149.42
178,2021-02-08,Epsom,7,Heavy,5,13,460,7,59,4,8.5,11,5,0,0,13.18
178,2021-02-08,Epsom,7,Heavy,5,13,122,54,37,5,9.2,12,10,0,0,148.96
178,2021-02-08,Epsom,7,Heavy,5,13,656,24,18,4,8.7,13,7,0,0,24.45
179,2021-02-08,Ascot,10,Good,2,14,653,48,15,3,9.5,1,6,0,0,7.78
179,2021-02-08,Ascot,10,Good,2,14,48,59,46,3,8.5,2,5,0,0,7.63
179,2021-02-08,Ascot,10,Good,2,14,114,6,7,3,8.5,3,3,0,1,6.22
179,2021-02-08,Ascot,10,Good,2,14,454,45,19,6,9.2,4,7,0,0,23.96
179,2021-02-08,Ascot,10,Good,2,14,467,28,13,4,8.1,5,14,0,0,2549.87
179,2021-02-08,Ascot,10,Good,2,14,527,32,21,2,8.6,6,13,0,0,675.48
179,2021-02-08,Ascot,10,Good,2,14,203,55,4,6,8.8,7,2,0,1,4.59
179,2021-02-08,Ascot,10,Good,2,14,174,51,53,5,9.3,8,10,0,0,100.46
179,2021-02-08,Ascot,10,Good,2,14,445,48,68,3,9.1,9,8,0,0,28.42
179,2021-02-08,Ascot,10,Good,2,14,380,11,75,6,8.3,10,9,0,0,80.95
179,2021-02-08,Ascot,10,Good,2,14,430,31,46,3,9.3,11,12,0,0,187.31
179,2021-02-08,Ascot,10,Good,2,14,63,40,27,6,8.9,12,11,0,0,166.1
179,2021-02-08,Ascot,10,Good,2,14,192,27,20,6,9.3,13,1,1,1,4.19
179,2021-02-08,Ascot,10,Good,2,14,440,31,11,5,9.0,14,4,0,0,6.22
180,2021-02-09,Epsom,16,Soft,3,12,604,31,22,6,8.7,1,6,0,0,78.95
180,2021-02-09,Epsom,16,Soft,3,12,73,57,35,3,8.4,2,10,0,0,946.12
180,2021-02-09,Epsom,16,Soft,3,12,496,40,1,3,8.6,3,8,0,0,761.96
180,2021-02-09,Epsom,16,Soft,3,12,774,50,66,6,9.0,4,7,0,0,100.68
180,2021-02-09,Epsom,16,Soft,3,12,216,40,26,5,9.2,5,3,0,1,17.97
180,2021-02-09,Epsom,16,Soft,3,12,686,23,44,4,8.9,6,2,0,1,6.27
180,2021-02-09,Epsom,16,Soft,3,12,331,49,60,5,8.7,7,9,0,0,843.37
180,2021-02-09,Epsom,16,Soft,3,12,759,52,2,6,8.7,8,12,0,0,15600.2
180,2021-02-09,Epsom,16,Soft,3,12,734,30,63,3,8.4,9,11,0,0,1921.7
180,2021-02-09,Epsom,16,Soft,3,12,502,12,78,4,8.2,10,1,1,1,1.17
180,2021-02-09,Epsom,16,Soft,3,12,467,22,13,4,9.7,11,5,0,0,39.69
180,2021-02-09,Epsom,16,Soft,3,12,69,32,51,4,9.4,12,4,0,0,39.08
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,98,56,80,3,9.5,1,8,0,0,48.14
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,264,8,21,5,10.0,2,6,0,0,30.49
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,2,59,22,4,9.8,3,4,0,0,8.74
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,360,29,73,3,8.9,4,9,0,0,112.43
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,256,21,33,4,9.5,5,7,0,0,38.23
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,505,44,45,3,8.5,6,1,1,1,2.16
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,603,35,16,4,9.5,7,11,0,0,154.89
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,91,10,43,4,9.2,8,3,0,1,5.31
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,359,45,51,2,8.5,9,5,0,0,20.62
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,270,42,28,3,8.3,10,10,0,0,135.95
181,2021-02-09,Cheltenham,6,Good to Firm,2,11,768,17,29,6,9.3,11,2,0,1,4.28
182,2021-02-09,York,14,Heavy,2,13,782,47,27,4,9.4,1,9,0,0,65.78
182,2021-02-09,York,14,Heavy,2,13,56,43,70,3,8.4,2,10,0,0,72.72
182,2021-02-09,York,14,Heavy,2,13,422,59,46,3,8.7,3,3,0,1,13.23
182,2021-02-09,York,14,Heavy,2,13,714,14,33,5,8.8,4,11,0,0,99.95
182,2021-02-09,York,14,Heavy,2,13,230,42,19,3,8.6,5,7,0,0,25.24
182,2021-02-09,York,14,Heavy,2,13,114,6,7,3,8.4,6,4,0,0,14.79
182,2021-02-09,York,14,Heavy,2,13,660,55,58,5,9.1,7,12,0,0,473.72
182,2021-02-09,York,14,Heavy,2,13,446,25,48,6,9.8,8,5,0,0,16.34
182,2021-02-09,York,14,Heavy,2,13,357,56,77,6,9.7,9,2,0,1,4.5
182,2021-02-09,York,14,Heavy,2,13,698,22,80,2,8.3,10,8,0,0,53.46
182,2021-02-09,York,14,Heavy,2,13,577,56,10,3,9.4,11,13,0,0,895.55
182,2021-02-09,York,14,Heavy,2,13,371,14,28,6,9.1,12,6,0,0,19.45
182,2021-02-09,York,14,Heavy,2,13,389,22,26,6,8.1,13,1,1,1,1.75
183,2021-02-09,Doncaster,7,Good to Firm,2,8,190,12,54,6,9.0,1,8,0,0,316.87
183,2021-02-09,Doncaster,7,Good to Firm,2,8,286,55,56,2,8.6,2,4,0,0,26.24
183,2021-02-09,Doncaster,7,Good to Firm,2,8,287,55,45,5,9.6,3,6,0,0,152.75
183,2021-02-09,Doncaster,7,Good to Firm,2,8,433,59,6,4,8.7,4,3,0,1,7.92
183,2021-02-09,Doncaster,7,Good to Firm,2,8,480,16,43,2,8.9,5,1,1,1,1.27
183,2021-02-09,Doncaster,7,Good to Firm,2,8,120,16,1,3,9.2,6,5,0,0,35.38
183,2021-02-09,Doncaster,7,Good to Firm,2,8,134,38,9,6,8.1,7,7,0,0,275.02
183,2021-02-09,Doncaster,7,Good to Firm,2,8,506,15,53,4,9.3,8,2,0,1,6.49
184,2021-02-10,Sandown,10,Good to Firm,3,8,414,14,54,5,9.6,1,4,0,0,25.0
184,2021-02-10,Sandown,10,Good to Firm,3,8,587,11,38,5,9.5,2,8,0,0,813.44
184,2021-02-10,Sandown,10,Good to Firm,3,8,223,52,69,5,8.4,3,6,0,0,220.16
184,2021-02-10,Sandown,10,Good to Firm,3,8,364,41,72,6,8.9,4,2,0,1,8.23
184,2021-02-10,Sandown,10,Good to Firm,3,8,42,25,21,2,8.1,5,1,1,1,1.19
184,2021-02-10,Sandown,10,Good to Firm,3,8,661,28,33,4,9.0,6,5,0,0,38.23
184,2021-02-10,Sandown,10,Good to Firm,3,8,750,22,41,5,8.1,7,7,0,0,247.82
184,2021-02-10,Sandown,10,Good to Firm,3,8,195,23,50,6,9.1,8,3,0,1,8.69
185,2021-02-10,Ascot,7,Good,5,13,517,32,5,3,9.2,1,9,0,0,69.79
185,2021-02-10,Ascot,7,Good,5,13,744,26,58,2,9.4,2,13,0,0,726.74
185,2021-02-10,Ascot,7,Good,5,13,492,8,9,5,9.0,3,2,0,1,3.99
185,2021-02-10,Ascot,7,Good,5,13,187,5,74,2,9.0,4,11,0,0,91.52
185,2021-02-10,Ascot,7,Good,5,13,619,48,17,6,9.1,5,3,0,1,5.19
185,2021-02-10,Ascot,7,Good,5,13,13,21,32,5,9.1,6,7,0,0,33.96
185,2021-02-10,Ascot,7,Good,5,13,170,21,39,4,9.8,7,10,0,0,85.53
185,2021-02-10,Ascot,7,Good,5,13,390,32,25,5,8.1,8,6,0,0,22.43
185,2021-02-10,Ascot,7,Good,5,13,577,56,10,3,9.0,9,12,0,0,114.16
185,2021-02-10,Ascot,7,Good,5,13,541,24,23,5,9.5,10,8,0,0,44.23
185,2021-02-10,Ascot,7,Good,5,13,437,49,75,6,8.7,11,4,0,0,7.79
185,2021-02-10,Ascot,7,Good,5,13,306,1,49,4,10.0,12,1,1,1,2.77
185,2021-02-10,Ascot,7,Good,5,13,395,47,53,2,9.8,13,5,0,0,13.58
186,2021-02-10,Sandown,6,Good to Soft,6,6,253,17,23,3,9.4,1,2,0,1,5.1
186,2021-02-10,Sandown,6,Good to Soft,6,6,460,35,59,4,8.9,2,6,0,0,36.99
186,2021-02-10,Sandown,6,Good to Soft,6,6,634,43,23,4,10.0,3,4,0,0,25.65
186,2021-02-10,Sandown,6,Good to Soft,6,6,269,32,48,3,9.7,4,3,0,1,7.38
186,2021-02-10,Sandown,6,Good to Soft,6,6,376,41,9,2,8.9,5,5,0,0,33.96
186,2021-02-10,Sandown,6,Good to Soft,6,6,216,25,26,5,9.8,6,1,1,1,1.38
187,2021-02-10,Epsom,12,Good to Soft,1,9,317,47,24,6,9.0,1,1,1,1,2.88
187,2021-02-10,Epsom,12,Good to Soft,1,9,784,55,73,3,9.6,2,5,0,0,8.42
187,2021-02-10,Epsom,12,Good to Soft,1,9,703,1,5,2,9.7,3,6,0,0,16.1
187,2021-02-10,Epsom,12,Good to Soft,1,9,266,38,37,6,9.2,4,8,0,0,30.52
187,2021-02-10,Epsom,12,Good to Soft,1,9,290,24,8,3,9.9,5,3,0,1,6.42
187,2021-02-10,Epsom,12,Good to Soft,1,9,17,9,44,6,9.9,6,7,0,0,21.78
187,2021-02-10,Epsom,12,Good to Soft,1,9,121,33,15,2,8.6,7,4,0,0,8.04
187,2021-02-10,Epsom,12,Good to Soft,1,9,250,48,55,3,8.1,8,2,0,1,3.81
187,2021-02-10,Epsom,12,Good to Soft,1,9,472,58,59,4,9.9,9,9,0,0,2127.91
188,2021-02-10,Goodwood,6,Good to Firm,4,12,73,57,35,3,8.5,1,5,0,0,38.3
188,2021-02-10,Goodwood,6,Good to Firm,4,12,613,21,32,3,9.6,2,1,1,1,1.8
188,2021-02-10,Goodwood,6,Good to Firm,4,12,6,34,49,5,9.1,3,7,0,0,65.31
188,2021-02-10,Goodwood,6,Good to Firm,4,12,477,23,36,2,8.9,4,2,0,1,2.3
188,2021-02-10,Goodwood,6,Good to Firm,4,12,682,55,43,2,8.1,5,8,0,0,85.59
188,2021-02-10,Goodwood,6,Good to Firm,4,12,498,59,71,2,9.7,6,9,0,0,147.16
188,2021-02-10,Goodwood,6,Good to Firm,4,12,766,50,55,5,8.0,7,12,0,0,405.1
188,2021-02-10,Goodwood,6,Good to Firm,4,12,267,17,42,5,8.9,8,4,0,0,36.08
188,2021-02-10,Goodwood,6,Good to Firm,4,12,567,60,23,6,9.9,9,10,0,0,167.42
188,2021-02-10,Goodwood,6,Good to Firm,4,12,381,53,15,3,8.4,10,6,0,0,52.9
188,2021-02-10,Goodwood,6,Good to Firm,4,12,278,36,31,3,8.7,11,11,0,0,228.45
188,2021-02-10,Goodwood,6,Good to Firm,4,12,58,41,75,2,8.4,12,3,0,1,24.34
189,2021-02-11,Ascot,14,Heavy,4,7,749,43,69,2,8.9,1,4,0,0,10.26
189,2021-02-11,Ascot,14,Heavy,4,7,120,16,1,3,9.3,2,6,0,0,95.42
189,2021-02-11,Ascot,14,Heavy,4,7,292,15,36,2,8.7,3,5,0,0,58.42
189,2021-02-11,Ascot,14,Heavy,4,7,168,38,27,2,9.4,4,1,1,1,1.3
189,2021-02-11,Ascot,14,Heavy,4,7,9,45,53,4,8.3,5,7,0,0,352.22
189,2021-02-11,Ascot,14,Heavy,4,7,99,46,76,6,8.9,6,2,0,1,7.61
189,2021-02-11,Ascot,14,Heavy,4,7,152,35,40,4,9.1,7,3,0,1,8.05
190,2021-02-11,Doncaster,6,Good to Firm,4,11,651,25,65,5,8.5,1,1,1,1,1.1
190,2021-02-11,Doncaster,6,Good to Firm,4,11,472,58,59,4,9.6,2,3,0,1,29.27
190,2021-02-11,Doncaster,6,Good to Firm,4,11,196,25,28,4,8.9,3,9,0,0,405.14
190,2021-02-11,Doncaster,6,Good to Firm,4,11,542,15,15,6,9.9,4,11,0,0,656.61
190,2021-02-11,Doncaster,6,Good to Firm,4,11,57,57,55,6,8.1,5,6,0,0,37.3
190,2021-02-11,Doncaster,6,Good to Firm,4,11,620,53,68,6,8.9,6,2,0,1,20.59
190,2021-02-11,Doncaster,6,Good to Firm,4,11,664,5,61,2,9.6,7,8,0,0,58.84
190,2021-02-11,Doncaster,6,Good to Firm,4,11,449,9,59,6,8.3,8,5,0,0,34.03
190,2021-02-11,Doncaster,6,Good to Firm,4,11,511,10,26,6,9.4,9,4,0,0,31.21
190,2021-02-11,Doncaster,6,Good to Firm,4,11,426,60,62,6,8.8,10,7,0,0,45.56
190,2021-02-11,Doncaster,6,Good to Firm,4,11,444,15,16,6,8.9,11,10,0,0,612.82
191,2021-02-11,Cheltenham,7,Firm,4,9,599,10,78,3,9.7,1,1,1,1,2.19
191,2021-02-11,Cheltenham,7,Firm,4,9,21,10,63,6,8.7,2,4,0,0,13.59
191,2021-02-11,Cheltenham,7,Firm,4,9,167,1,55,2,8.5,3,2,0,1,2.54
191,2021-02-11,Cheltenham,7,Firm,4,9,732,56,29,5,8.9,4,9,0,0,393.77
191,2021-02-11,Cheltenham,7,Firm,4,9,286,8,56,2,9.4,5,3,0,1,8.14
191,2021-02-11,Cheltenham,7,Firm,4,9,213,53,49,6,8.5,6,5,0,0,21.12
191,2021-02-11,Cheltenham,7,Firm,4,9,715,50,62,5,9.4,7,6,0,0,36.65
191,2021-02-11,Cheltenham,7,Firm,4,9,269,32,48,3,9.2,8,8,0,0,108.38
191,2021-02-11,Cheltenham,7,Firm,4,9,619,50,17,6,9.4,9,7,0,0,55.05
192,2021-02-11,Goodwood,7,Soft,2,8,509,26,1,6,9.2,1,1,1,1,1.49
192,2021-02-11,Goodwood,7,Soft,2,8,138,50,4,6,8.7,2,2,0,1,4.57
192,2021-02-11,Goodwood,7,Soft,2,8,14,4,51,6,9.6,3,4,0,0,13.5
192,2021-02-11,Goodwood,7,Soft,2,8,525,30,56,4,8.4,4,5,0,0,25.54
192,2021-02-11,Goodwood,7,Soft,2,8,416,3,50,5,8.3,5,6,0,0,28.56
192,2021-02-11,Goodwood,7,Soft,2,8,23,9,13,3,8.0,6,3,0,1,11.92
192,2021-02-11,Goodwood,7,Soft,2,8,360,29,73,3,8.8,7,8,0,0,77.56
192,2021-02-11,Goodwood,7,Soft,2,8,719,33,66,6,8.1,8,7,0,0,63.05
193,2021-02-12,Sandown,8,Good to Firm,1,14,724,12,13,5,9.2,1,2,0,1,8.21
193,2021-02-12,Sandown,8,Good to Firm,1,14,79,40,19,2,9.6,2,8,0,0,51.4
193,2021-02-12,Sandown,8,Good to Firm,1,14,418,3,27,6,9.9,3,7,0,0,44.05
193,2021-02-12,Sandown,8,Good to Firm,1,14,746,8,28,6,9.3,4,13,0,0,217.15
193,2021-02-12,Sandown,8,Good to Firm,1,14,788,53,59,2,9.0,5,6,0,0,43.96
193,2021-02-12,Sandown,8,Good to Firm,1,14,1,21,17,6,9.2,6,9,0,0,70.0
193,2021-02-12,Sandown,8,Good to Firm,1,14,235,16,68,2,9.7,7,5,0,0,26.83
193,2021-02-12,Sandown,8,Good to Firm,1,14,665,60,4,3,9.8,8,10,0,0,84.67
193,2021-02-12,Sandown,8,Good to Firm,1,14,683,54,74,5,9.4,9,3,0,1,14.79
193,2021-02-12,Sandown,8,Good to Firm,1,14,447,36,56,5,9.6,10,11,0,0,91.69
193,2021-02-12,Sandown,8,Good to Firm,1,14,685,17,68,4,9.9,11,14,0,0,230.53
193,2021-02-12,Sandown,8,Good to Firm,1,14,654,27,32,4,8.7,12,12,0,0,108.4
193,2021-02-12,Sandown,8,Good to Firm,1,14,688,21,2,3,8.3,13,4,0,0,17.4
193,2021-02-12,Sandown,8,Good to Firm,1,14,784,55,73,3,8.6,14,1,1,1,1.34
194,2021-02-12,Ascot,7,Good to Soft,5,9,702,4,75,3,8.6,1,9,0,0,400.24
194,2021-02-12,Ascot,7,Good to Soft,5,9,12,50,42,3,8.2,2,3,0,1,8.19
194,2021-02-12,Ascot,7,Good to Soft,5,9,331,25,60,5,9.7,3,6,0,0,44.56
194,2021-02-12,Ascot,7,Good to Soft,5,9,197,26,53,2,8.7,4,2,0,1,7.89
194,2021-02-12,Ascot,7,Good to Soft,5,9,596,31,25,5,8.8,5,4,0,0,10.28
194,2021-02-12,Ascot,7,Good to Soft,5,9,444,15,16,6,8.8,6,8,0,0,176.52
194,2021-02-12,Ascot,7,Good to Soft,5,9,201,25,30,4,9.5,7,1,1,1,1.42
194,2021-02-12,Ascot,7,Good to Soft,5,9,244,34,37,2,8.9,8,5,0,0,16.8
194,2021-02-12,Ascot,7,Good to Soft,5,9,59,57,33,2,8.6,9,7,0,0,84.02
195,2021-02-12,Epsom,16,Good to Firm,3,13,1,21,17,6,9.5,1,11,0,0,87.57
